行号	实体id	需要哪个官方表的哪一列/公式	我们这边的来源(文件:行 或 "空")	判据
4713	tbl:Monumod(18 id)|id=3	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:4	公式求值相等
4714	tbl:Monumod(18 id)|id=4	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:5	公式求值相等
4715	tbl:Monumod(18 id)|id=5	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:6	公式求值相等
4716	tbl:Monumod(18 id)|id=6	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:7	公式求值相等
4717	tbl:Monumod(18 id)|id=7	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:8	公式求值相等
4718	tbl:Monumod(18 id)|id=8	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:9	公式求值相等
4719	tbl:Monumod(18 id)|id=9	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:10	公式求值相等
4720	tbl:Monumod(18 id)|id=10	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:11	公式求值相等
4721	tbl:Monumod(18 id)|id=11	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:12	公式求值相等
4722	tbl:Monumod(18 id)|id=12	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:13	公式求值相等
4723	tbl:Monumod(18 id)|id=13	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:14	公式求值相等
4724	tbl:Monumod(18 id)|id=14	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:15	公式求值相等
4725	tbl:Monumod(18 id)|id=15	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:16	公式求值相等
4726	tbl:Monumod(18 id)|id=16	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:17	公式求值相等
4727	tbl:Monumod(18 id)|id=17	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:18	公式求值相等
4728	tbl:Monumod(18 id)|id=18	MonUMod.txt:uniquemod; MonUMod.txt:champion（==1 ⇒ 0，否则 1）; MonUMod.txt:version; MonUMod.txt:constants（*constant desc = 'champion chance'）; 1 + constants('champion +hp%' | 'unique +hp%') ÷100; 1 + constants('champion +dmg%' | 'unique +dmg% (strong)') ÷100; constants('…+tohit%'); constants('…+elem min dmg%'); constants('…+elem max dmg%'); MonUMod.txt:cpick（空 ⇒ cpick (N) ⇒ cpick (H)）; MonUMod.txt:upick（空 ⇒ upick (N) ⇒ upick (H)）; MonUMod.txt:constants; MonUMod.txt:*constant desc	client/Assets/StreamingAssets/Table/Monumod.tsv:19	公式求值相等
4731	tbl:Skill(150 id)|id=1	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:2	公式求值相等
4732	tbl:Skill(150 id)|id=2	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:3	公式求值相等
4733	tbl:Skill(150 id)|id=3	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:4	公式求值相等
4734	tbl:Skill(150 id)|id=4	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:5	公式求值相等
4735	tbl:Skill(150 id)|id=5	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:6	公式求值相等
4736	tbl:Skill(150 id)|id=6	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:7	公式求值相等
4737	tbl:Skill(150 id)|id=7	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:8	公式求值相等
4738	tbl:Skill(150 id)|id=8	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:9	公式求值相等
4739	tbl:Skill(150 id)|id=9	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:10	公式求值相等
4740	tbl:Skill(150 id)|id=10	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:11	公式求值相等
4741	tbl:Skill(150 id)|id=11	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:12	公式求值相等
