# 实体清单（T0 全量覆盖）—— 脚本产出，⛔ 不许手写
# 口径：每行 = 一个盘上真实实体；`状态数` = 该实体在 策划/状态矩阵.tsv 里展开的行数
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md（三张 .tsv 按「稳定排序、两次运行逐字节相同」硬要求不写挂钟时刻）
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
# 判据类型：脚本断言 / 参考物比对 / 并排图 / 阻塞(登记)
维度	实体	载体/路径	出处	状态数	判据类型	归属片
D2几何	tile:Tiles/moor_bridge/055	client/Assets/Resources/Clover/D2/Tiles/moor_bridge/055.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_bridge/055  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_bridge/055.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_bridge/056	client/Assets/Resources/Clover/D2/Tiles/moor_bridge/056.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:157 (键 moor_bridge/056  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_bridge/056.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_bridge/057	client/Assets/Resources/Clover/D2/Tiles/moor_bridge/057.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156 (键 moor_bridge/057  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_bridge/057.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_bridge/058	client/Assets/Resources/Clover/D2/Tiles/moor_bridge/058.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:155 (键 moor_bridge/058  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_bridge/058.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_bridge/059	client/Assets/Resources/Clover/D2/Tiles/moor_bridge/059.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_bridge/059  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_bridge/059.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/000	client/Assets/Resources/Clover/D2/Tiles/moor_objects/000.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2312 (键 moor_objects/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/001	client/Assets/Resources/Clover/D2/Tiles/moor_objects/001.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2011 (键 moor_objects/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/001.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/002	client/Assets/Resources/Clover/D2/Tiles/moor_objects/002.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2323 (键 moor_objects/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/003	client/Assets/Resources/Clover/D2/Tiles/moor_objects/003.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/003.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/004	client/Assets/Resources/Clover/D2/Tiles/moor_objects/004.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/005	client/Assets/Resources/Clover/D2/Tiles/moor_objects/005.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/005.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/006	client/Assets/Resources/Clover/D2/Tiles/moor_objects/006.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/007	client/Assets/Resources/Clover/D2/Tiles/moor_objects/007.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/010	client/Assets/Resources/Clover/D2/Tiles/moor_objects/010.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2328 (键 moor_objects/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/011	client/Assets/Resources/Clover/D2/Tiles/moor_objects/011.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2327 (键 moor_objects/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/012	client/Assets/Resources/Clover/D2/Tiles/moor_objects/012.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2326 (键 moor_objects/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/013	client/Assets/Resources/Clover/D2/Tiles/moor_objects/013.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2322 (键 moor_objects/013  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/013.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/014	client/Assets/Resources/Clover/D2/Tiles/moor_objects/014.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2321 (键 moor_objects/014  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/014.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/015	client/Assets/Resources/Clover/D2/Tiles/moor_objects/015.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2320 (键 moor_objects/015  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/015.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/016	client/Assets/Resources/Clover/D2/Tiles/moor_objects/016.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2058 (键 moor_objects/016  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/016.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/017	client/Assets/Resources/Clover/D2/Tiles/moor_objects/017.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2057 (键 moor_objects/017  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/017.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/018	client/Assets/Resources/Clover/D2/Tiles/moor_objects/018.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2054 (键 moor_objects/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/019	client/Assets/Resources/Clover/D2/Tiles/moor_objects/019.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2054 (键 moor_objects/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/020	client/Assets/Resources/Clover/D2/Tiles/moor_objects/020.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2047 (键 moor_objects/020  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/020.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/021	client/Assets/Resources/Clover/D2/Tiles/moor_objects/021.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2046 (键 moor_objects/021  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/021.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/022	client/Assets/Resources/Clover/D2/Tiles/moor_objects/022.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2344 (键 moor_objects/022  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/022.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/023	client/Assets/Resources/Clover/D2/Tiles/moor_objects/023.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2343 (键 moor_objects/023  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/023.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/024	client/Assets/Resources/Clover/D2/Tiles/moor_objects/024.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2342 (键 moor_objects/024  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/024.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/025	client/Assets/Resources/Clover/D2/Tiles/moor_objects/025.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:160 (键 moor_objects/025  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/025.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/026	client/Assets/Resources/Clover/D2/Tiles/moor_objects/026.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:160 (键 moor_objects/026  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/026.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/027	client/Assets/Resources/Clover/D2/Tiles/moor_objects/027.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:139 (键 moor_objects/027  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/027.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/028	client/Assets/Resources/Clover/D2/Tiles/moor_objects/028.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:166 (键 moor_objects/028  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/028.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/029	client/Assets/Resources/Clover/D2/Tiles/moor_objects/029.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:165 (键 moor_objects/029  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/029.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/030	client/Assets/Resources/Clover/D2/Tiles/moor_objects/030.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:164 (键 moor_objects/030  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/030.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/031	client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:156 (键 moor_objects/031  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/031.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/032	client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:154 (键 moor_objects/032  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/032.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/033	client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:153 (键 moor_objects/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/033.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/034	client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2338 (键 moor_objects/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/034.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/035	client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2004 (键 moor_objects/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/035.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_objects/036	client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:146 (键 moor_objects/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_objects/036.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/000	client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/001	client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/001.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/002	client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/003	client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/003.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/004	client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/005	client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/005.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/006	client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/007	client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/008	client/Assets/Resources/Clover/D2/Tiles/moor_river/008.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:138 (键 moor_river/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/009	client/Assets/Resources/Clover/D2/Tiles/moor_river/009.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:133 (键 moor_river/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/010	client/Assets/Resources/Clover/D2/Tiles/moor_river/010.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:132 (键 moor_river/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/011	client/Assets/Resources/Clover/D2/Tiles/moor_river/011.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:131 (键 moor_river/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/012	client/Assets/Resources/Clover/D2/Tiles/moor_river/012.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:138 (键 moor_river/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/013	client/Assets/Resources/Clover/D2/Tiles/moor_river/013.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:133 (键 moor_river/013  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/013.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/014	client/Assets/Resources/Clover/D2/Tiles/moor_river/014.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:132 (键 moor_river/014  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/014.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/015	client/Assets/Resources/Clover/D2/Tiles/moor_river/015.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:131 (键 moor_river/015  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/015.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/016	client/Assets/Resources/Clover/D2/Tiles/moor_river/016.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/016  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/016.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/017	client/Assets/Resources/Clover/D2/Tiles/moor_river/017.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/017  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/017.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/018	client/Assets/Resources/Clover/D2/Tiles/moor_river/018.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/019	client/Assets/Resources/Clover/D2/Tiles/moor_river/019.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/020	client/Assets/Resources/Clover/D2/Tiles/moor_river/020.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/020  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/020.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/021	client/Assets/Resources/Clover/D2/Tiles/moor_river/021.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/021  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/021.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/022	client/Assets/Resources/Clover/D2/Tiles/moor_river/022.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/022  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/022.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/023	client/Assets/Resources/Clover/D2/Tiles/moor_river/023.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/023  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/023.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/024	client/Assets/Resources/Clover/D2/Tiles/moor_river/024.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:130 (键 moor_river/024  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/024.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/025	client/Assets/Resources/Clover/D2/Tiles/moor_river/025.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/025  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/025.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/026	client/Assets/Resources/Clover/D2/Tiles/moor_river/026.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:143 (键 moor_river/026  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/026.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/027	client/Assets/Resources/Clover/D2/Tiles/moor_river/027.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:142 (键 moor_river/027  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/027.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/029	client/Assets/Resources/Clover/D2/Tiles/moor_river/029.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:128 (键 moor_river/029  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/029.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/033	client/Assets/Resources/Clover/D2/Tiles/moor_river/033.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:138 (键 moor_river/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/033.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/034	client/Assets/Resources/Clover/D2/Tiles/moor_river/034.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:133 (键 moor_river/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/034.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/035	client/Assets/Resources/Clover/D2/Tiles/moor_river/035.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:132 (键 moor_river/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/035.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/036	client/Assets/Resources/Clover/D2/Tiles/moor_river/036.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:131 (键 moor_river/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/036.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/037	client/Assets/Resources/Clover/D2/Tiles/moor_river/037.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:138 (键 moor_river/037  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/037.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/038	client/Assets/Resources/Clover/D2/Tiles/moor_river/038.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:133 (键 moor_river/038  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/038.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/039	client/Assets/Resources/Clover/D2/Tiles/moor_river/039.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:132 (键 moor_river/039  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/039.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/040	client/Assets/Resources/Clover/D2/Tiles/moor_river/040.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:131 (键 moor_river/040  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/040.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/041	client/Assets/Resources/Clover/D2/Tiles/moor_river/041.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:138 (键 moor_river/041  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/041.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/042	client/Assets/Resources/Clover/D2/Tiles/moor_river/042.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:133 (键 moor_river/042  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/042.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/043	client/Assets/Resources/Clover/D2/Tiles/moor_river/043.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:132 (键 moor_river/043  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/043.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_river/044	client/Assets/Resources/Clover/D2/Tiles/moor_river/044.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:131 (键 moor_river/044  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_river/044.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_stones/000	client/Assets/Resources/Clover/D2/Tiles/moor_stones/000.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:343 (键 moor_stones/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_stones/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_stones/006	client/Assets/Resources/Clover/D2/Tiles/moor_stones/006.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1468 (键 moor_stones/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_stones/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_stones/007	client/Assets/Resources/Clover/D2/Tiles/moor_stones/007.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2100 (键 moor_stones/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_stones/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_stones/008	client/Assets/Resources/Clover/D2/Tiles/moor_stones/008.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2100 (键 moor_stones/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_stones/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/moor_stones/009	client/Assets/Resources/Clover/D2/Tiles/moor_stones/009.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2100 (键 moor_stones/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/moor_stones/009.png)	3	脚本断言	D1D2D3资产与几何
